domain,subcategory,source,added
fedex.com,fortune500,manual,2026-09-23
ford.com,fortune500,manual,2026-09-23
freddiemac.com,fortune500,manual,2026-09-23
gd.com,fortune500,manual,2026-09-23
ge.com,fortune500,manual,2026-09-23
geaerospace.com,fortune500,manual,2026-09-23
generalmills.com,fortune500,manual,2026-09-23
gilead.com,fortune500,manual,2026-09-23
gm.com,fortune500,manual,2026-09-23
goldmansachs.com,fortune500,manual,2026-09-23
google.com,fortune500,manual,2026-09-23
hcahealthcare.com,fortune500,manual,2026-09-23
hilton.com,fortune500,manual,2026-09-23
honeywell.com,fortune500,manual,2026-09-23
hp.com,fortune500,manual,2026-09-23
hpe.com,fortune500,manual,2026-09-23
humana.com,fortune500,manual,2026-09-23
ibm.com,fortune500,manual,2026-09-23
intel.com,fortune500,manual,2026-09-23
jnj.com,fortune500,manual,2026-09-23
jpmorganchase.com,fortune500,manual,2026-09-23
kelloggs.com,fortune500,manual,2026-09-23
kimberly-clark.com,fortune500,manual,2026-09-23
kraftheinzcompany.com,fortune500,manual,2026-09-23
kroger.com,fortune500,manual,2026-09-23
libertymutual.com,fortune500,manual,2026-09-23
lilly.com,fortune500,manual,2026-09-23
lockheedmartin.com,fortune500,manual,2026-09-23
lyft.com,fortune500,manual,2026-09-23
marathonpetroleum.com,fortune500,manual,2026-09-23
marriott.com,fortune500,manual,2026-09-23
mastercard.com,fortune500,manual,2026-09-23
mcdonalds.com,fortune500,manual,2026-09-23
mckesson.com,fortune500,manual,2026-09-23
medtronic.com,fortune500,manual,2026-09-23
merck.com,fortune500,manual,2026-09-23
meta.com,fortune500,manual,2026-09-23
metlife.com,fortune500,manual,2026-09-23
micron.com,fortune500,manual,2026-09-23
microsoft.com,fortune500,manual,2026-09-23
mondelezinternational.com,fortune500,manual,2026-09-23
morganstanley.com,fortune500,manual,2026-09-23
netflix.com,fortune500,manual,2026-09-23
northropgrumman.com,fortune500,manual,2026-09-23
nvidia.com,fortune500,manual,2026-09-23
oracle.com,fortune500,manual,2026-09-23
paramount.com,fortune500,manual,2026-09-23
paypal.com,fortune500,manual,2026-09-23
pepsico.com,fortune500,manual,2026-09-23
pfizer.com,fortune500,manual,2026-09-23
pg.com,fortune500,manual,2026-09-23
phillips66.com,fortune500,manual,2026-09-23
pmi.com,fortune500,manual,2026-09-23
pnc.com,fortune500,manual,2026-09-23
progressive.com,fortune500,manual,2026-09-23
prudential.com,fortune500,manual,2026-09-23
publix.com,fortune500,manual,2026-09-23
qualcomm.com,fortune500,manual,2026-09-23
rtx.com,fortune500,manual,2026-09-23
schwab.com,fortune500,manual,2026-09-23
southwest.com,fortune500,manual,2026-09-23
starbucks.com,fortune500,manual,2026-09-23
statefarm.com,fortune500,manual,2026-09-23
stryker.com,fortune500,manual,2026-09-23
t-mobile.com,fortune500,manual,2026-09-23
tesla.com,fortune500,manual,2026-09-23
thermofisher.com,fortune500,manual,2026-09-23
thewaltdisneycompany.com,fortune500,manual,2026-09-23
tjx.com,fortune500,manual,2026-09-23
truist.com,fortune500,manual,2026-09-23
tysonfoods.com,fortune500,manual,2026-09-23
uber.com,fortune500,manual,2026-09-23
united.com,fortune500,manual,2026-09-23
unitedhealthgroup.com,fortune500,manual,2026-09-23
ups.com,fortune500,manual,2026-09-23
usbank.com,fortune500,manual,2026-09-23
valero.com,fortune500,manual,2026-09-23
verizon.com,fortune500,manual,2026-09-23
visa.com,fortune500,manual,2026-09-23
walgreensbootsalliance.com,fortune500,manual,2026-09-23
wbd.com,fortune500,manual,2026-09-23
wellsfargo.com,fortune500,manual,2026-09-23
www.altria.com,fortune500,manual,2026-09-23
ab-inbev.com,global,manual,2026-09-23
abb.com,global,manual,2026-09-23
accenture.com,global,manual,2026-09-23
airbus.com,global,manual,2026-09-23
airfrance.com,global,manual,2026-09-23
alibabagroup.com,global,manual,2026-09-23
allianz.com,global,manual,2026-09-23
aramco.com,global,manual,2026-09-23
asml.com,global,manual,2026-09-23
astrazeneca.com,global,manual,2026-09-23
axa.com,global,manual,2026-09-23
baidu.com,global,manual,2026-09-23
basf.com,global,manual,2026-09-23
bat.com,global,manual,2026-09-23
bayer.com,global,manual,2026-09-23
bce.ca,global,manual,2026-09-23
bcg.com,global,manual,2026-09-23
bhp.com,global,manual,2026-09-23
bmw.com,global,manual,2026-09-23
bnpparibas.com,global,manual,2026-09-23
bosch.com,global,manual,2026-09-23
bp.com,global,manual,2026-09-23
britishairways.com,global,manual,2026-09-23
byd.com,global,manual,2026-09-23
commbank.com.au,global,manual,2026-09-23
danone.com,global,manual,2026-09-23
deloitte.com,global,manual,2026-09-23
dhl.com,global,manual,2026-09-23
diageo.com,global,manual,2026-09-23
embraer.com,global,manual,2026-09-23
emirates.com,global,manual,2026-09-23
equinor.com,global,manual,2026-09-23
ericsson.com,global,manual,2026-09-23
ey.com,global,manual,2026-09-23
foxconn.com,global,manual,2026-09-23
gsk.com,global,manual,2026-09-23
heineken.com,global,manual,2026-09-23
home.barclays,global,manual,2026-09-23
honda.com,global,manual,2026-09-23
hsbc.com,global,manual,2026-09-23
huawei.com,global,manual,2026-09-23
hyundai.com,global,manual,2026-09-23
infosys.com,global,manual,2026-09-23
ing.com,global,manual,2026-09-23
jd.com,global,manual,2026-09-23
kia.com,global,manual,2026-09-23
kpmg.com,global,manual,2026-09-23
lenovo.com,global,manual,2026-09-23
lg.com,global,manual,2026-09-23
lloydsbankinggroup.com,global,manual,2026-09-23
loreal.com,global,manual,2026-09-23
lufthansa.com,global,manual,2026-09-23
lvmh.com,global,manual,2026-09-23
maersk.com,global,manual,2026-09-23
mahindra.com,global,manual,2026-09-23
manulife.com,global,manual,2026-09-23
mckinsey.com,global,manual,2026-09-23
mercedes-benz.com,global,manual,2026-09-23
mi.com,global,manual,2026-09-23
michelin.com,global,manual,2026-09-23
nestle.com,global,manual,2026-09-23
nintendo.com,global,manual,2026-09-23
nissan-global.com,global,manual,2026-09-23
nokia.com,global,manual,2026-09-23
novartis.com,global,manual,2026-09-23
novonordisk.com,global,manual,2026-09-23
orange.com,global,manual,2026-09-23
panasonic.com,global,manual,2026-09-23
petrobras.com.br,global,manual,2026-09-23
philips.com,global,manual,2026-09-23
porsche.com,global,manual,2026-09-23
pwc.com,global,manual,2026-09-23
qatarairways.com,global,manual,2026-09-23
rbc.com,global,manual,2026-09-23
reliance.com,global,manual,2026-09-23
renaultgroup.com,global,manual,2026-09-23
ril.com,global,manual,2026-09-23
riotinto.com,global,manual,2026-09-23
roche.com,global,manual,2026-09-23
rolls-royce.com,global,manual,2026-09-23
samsung.com,global,manual,2026-09-23
sanofi.com,global,manual,2026-09-23
sap.com,global,manual,2026-09-23
se.com,global,manual,2026-09-23
shell.com,global,manual,2026-09-23
siemens.com,global,manual,2026-09-23
singaporeair.com,global,manual,2026-09-23
sk.com,global,manual,2026-09-23
sony.com,global,manual,2026-09-23
spotify.com,global,manual,2026-09-23
stellantis.com,global,manual,2026-09-23
tata.com,global,manual,2026-09-23
tatamotors.com,global,manual,2026-09-23
tcs.com,global,manual,2026-09-23
td.com,global,manual,2026-09-23
telekom.com,global,manual,2026-09-23
telstra.com.au,global,manual,2026-09-23
totalenergies.com,global,manual,2026-09-23
toyota.com,global,manual,2026-09-23
tsmc.com,global,manual,2026-09-23
ubs.com,global,manual,2026-09-23
unilever.com,global,manual,2026-09-23
vale.com,global,manual,2026-09-23
vodafone.com,global,manual,2026-09-23
volkswagen.com,global,manual,2026-09-23
volvocars.com,global,manual,2026-09-23
vwgroup.com,global,manual,2026-09-23
wipro.com,global,manual,2026-09-23
woolworthsgroup.com.au,global,manual,2026-09-23
www.adidas-group.com,global,manual,2026-09-23
www.canon.com,global,manual,2026-09-23
www.hitachi.com,global,manual,2026-09-23
www.tencent.com,global,manual,2026-09-23
www.toshiba.co.jp,global,manual,2026-09-23
