domain,subcategory,source,added
basecamp.com,productivity,manual,2026-09-23
box.com,productivity,manual,2026-09-23
cal.com,productivity,manual,2026-09-23
calendly.com,productivity,manual,2026-09-23
clickup.com,productivity,manual,2026-09-23
coda.io,productivity,manual,2026-09-23
docusign.com,productivity,manual,2026-09-23
dropbox.com,productivity,manual,2026-09-23
dropboxsign.com,productivity,manual,2026-09-23
evernote.com,productivity,manual,2026-09-23
grammarly.com,productivity,manual,2026-09-23
linear.app,productivity,manual,2026-09-23
loom.com,productivity,manual,2026-09-23
make.com,productivity,manual,2026-09-23
miro.com,productivity,manual,2026-09-23
monday.com,productivity,manual,2026-09-23
notion.com,productivity,manual,2026-09-23
otter.ai,productivity,manual,2026-09-23
pandadoc.com,productivity,manual,2026-09-23
retool.com,productivity,manual,2026-09-23
slack.com,productivity,manual,2026-09-23
smartsheet.com,productivity,manual,2026-09-23
superhuman.com,productivity,manual,2026-09-23
surveymonkey.com,productivity,manual,2026-09-23
todoist.com,productivity,manual,2026-09-23
trello.com,productivity,manual,2026-09-23
typeform.com,productivity,manual,2026-09-23
zapier.com,productivity,manual,2026-09-23
zoom.com,productivity,manual,2026-09-23
1password.com,security,manual,2026-09-23
auth0.com,security,manual,2026-09-23
bitwarden.com,security,manual,2026-09-23
cloudflare.com,security,manual,2026-09-23
crowdstrike.com,security,manual,2026-09-23
drata.com,security,manual,2026-09-23
lastpass.com,security,manual,2026-09-23
okta.com,security,manual,2026-09-23
tailscale.com,security,manual,2026-09-23
vanta.com,security,manual,2026-09-23
wiz.io,security,manual,2026-09-23
zscaler.com,security,manual,2026-09-23
kustomer.com,support,manual,2026-09-23
servicenow.com,support,manual,2026-09-23
twilio.com,support,manual,2026-09-23
advantageclub.ai,yc-b2b,yc,2026-09-23
algolia.com,yc-b2b,yc,2026-09-23
aspireapp.com,yc-b2b,yc,2026-09-23
athelas.com,yc-b2b,yc,2026-09-23
backstory.ai,yc-b2b,yc,2026-09-23
benchling.com,yc-b2b,yc,2026-09-23
biorender.com,yc-b2b,yc,2026-09-23
bitrise.io,yc-b2b,yc,2026-09-23
bukuwarung.com,yc-b2b,yc,2026-09-23
captivateiq.com,yc-b2b,yc,2026-09-23
flexport.com,yc-b2b,yc,2026-09-23
flocksafety.com,yc-b2b,yc,2026-09-23
getmagic.com,yc-b2b,yc,2026-09-23
getweave.com,yc-b2b,yc,2026-09-23
guesty.com,yc-b2b,yc,2026-09-23
humand.co,yc-b2b,yc,2026-09-23
humaninterest.com,yc-b2b,yc,2026-09-23
ironcladapp.com,yc-b2b,yc,2026-09-23
kapital.com,yc-b2b,yc,2026-09-23
luciq.ai,yc-b2b,yc,2026-09-23
marketforce.io,yc-b2b,yc,2026-09-23
nabis.com,yc-b2b,yc,2026-09-23
observe.ai,yc-b2b,yc,2026-09-23
odeko.com,yc-b2b,yc,2026-09-23
panoramaed.com,yc-b2b,yc,2026-09-23
podium.com,yc-b2b,yc,2026-09-23
povio.com,yc-b2b,yc,2026-09-23
qventus.com,yc-b2b,yc,2026-09-23
remedial.health,yc-b2b,yc,2026-09-23
sendbird.com,yc-b2b,yc,2026-09-23
simetrik.com,yc-b2b,yc,2026-09-23
skydropx.com,yc-b2b,yc,2026-09-23
snapdocs.com,yc-b2b,yc,2026-09-23
submittable.com,yc-b2b,yc,2026-09-23
superside.com,yc-b2b,yc,2026-09-23
tractian.com,yc-b2b,yc,2026-09-23
ubits.com,yc-b2b,yc,2026-09-23
veriff.com,yc-b2b,yc,2026-09-23
yummysuperapp.com,yc-b2b,yc,2026-09-23
zip.com,yc-b2b,yc,2026-09-23
