domain,subcategory,source,added
motherjones.com,us,manual,2026-09-23
ms.now,us,manual,2026-09-23
nationalreview.com,us,manual,2026-09-23
nbcnews.com,us,manual,2026-09-23
newsday.com,us,manual,2026-09-23
newsobserver.com,us,manual,2026-09-23
newsweek.com,us,manual,2026-09-23
newyorker.com,us,manual,2026-09-23
nj.com,us,manual,2026-09-23
nola.com,us,manual,2026-09-23
northjersey.com,us,manual,2026-09-23
npr.org,us,manual,2026-09-23
nypost.com,us,manual,2026-09-23
nytimes.com,us,manual,2026-09-23
ocregister.com,us,manual,2026-09-23
oregonlive.com,us,manual,2026-09-23
orlandosentinel.com,us,manual,2026-09-23
pbs.org,us,manual,2026-09-23
politico.com,us,manual,2026-09-23
post-gazette.com,us,manual,2026-09-23
pressherald.com,us,manual,2026-09-23
propublica.org,us,manual,2026-09-23
providencejournal.com,us,manual,2026-09-23
puck.news,us,manual,2026-09-23
reason.com,us,manual,2026-09-23
sacbee.com,us,manual,2026-09-23
salon.com,us,manual,2026-09-23
sandiegouniontribune.com,us,manual,2026-09-23
seattletimes.com,us,manual,2026-09-23
semafor.com,us,manual,2026-09-23
sfchronicle.com,us,manual,2026-09-23
silive.com,us,manual,2026-09-23
slate.com,us,manual,2026-09-23
star-telegram.com,us,manual,2026-09-23
startribune.com,us,manual,2026-09-23
statesman.com,us,manual,2026-09-23
stltoday.com,us,manual,2026-09-23
sun-sentinel.com,us,manual,2026-09-23
tampabay.com,us,manual,2026-09-23
techcrunch.com,us,manual,2026-09-23
tennessean.com,us,manual,2026-09-23
texastribune.org,us,manual,2026-09-23
theatlantic.com,us,manual,2026-09-23
thecity.nyc,us,manual,2026-09-23
thedailybeast.com,us,manual,2026-09-23
thehill.com,us,manual,2026-09-23
theinformation.com,us,manual,2026-09-23
theintercept.com,us,manual,2026-09-23
theverge.com,us,manual,2026-09-23
time.com,us,manual,2026-09-23
timesunion.com,us,manual,2026-09-23
usatoday.com,us,manual,2026-09-23
vice.com,us,manual,2026-09-23
vox.com,us,manual,2026-09-23
vtdigger.org,us,manual,2026-09-23
washingtonpost.com,us,manual,2026-09-23
wired.com,us,manual,2026-09-23
wsj.com,us,manual,2026-09-23
dailymaverick.co.za,za,manual,2026-09-23
news24.com,za,manual,2026-09-23
