domain,subcategory,source,added
nestjs.com,framework,manual,2026-09-23
nextjs.org,framework,manual,2026-09-23
numpy.org,framework,manual,2026-09-23
nuxt.com,framework,manual,2026-09-23
pandas.pydata.org,framework,manual,2026-09-23
phoenixframework.org,framework,manual,2026-09-23
preactjs.com,framework,manual,2026-09-23
pytorch.org,framework,manual,2026-09-23
qwik.dev,framework,manual,2026-09-23
radix-ui.com,framework,manual,2026-09-23
react.dev,framework,manual,2026-09-23
reactnative.dev,framework,manual,2026-09-23
remix.run,framework,manual,2026-09-23
rubyonrails.org,framework,manual,2026-09-23
rxjs.dev,framework,manual,2026-09-23
scikit-learn.org,framework,manual,2026-09-23
solidjs.com,framework,manual,2026-09-23
spring.io,framework,manual,2026-09-23
storybook.js.org,framework,manual,2026-09-23
svelte.dev,framework,manual,2026-09-23
symfony.com,framework,manual,2026-09-23
tailwindcss.com,framework,manual,2026-09-23
tanstack.com,framework,manual,2026-09-23
tauri.app,framework,manual,2026-09-23
tensorflow.org,framework,manual,2026-09-23
threejs.org,framework,manual,2026-09-23
tokio.rs,framework,manual,2026-09-23
trpc.io,framework,manual,2026-09-23
ui.shadcn.com,framework,manual,2026-09-23
vuejs.org,framework,manual,2026-09-23
aws.amazon.com,hosting,manual,2026-09-23
azure.microsoft.com,hosting,manual,2026-09-23
bitbucket.org,hosting,manual,2026-09-23
cloud.google.com,hosting,manual,2026-09-23
codeberg.org,hosting,manual,2026-09-23
codesandbox.io,hosting,manual,2026-09-23
digitalocean.com,hosting,manual,2026-09-23
fly.io,hosting,manual,2026-09-23
github.com,hosting,manual,2026-09-23
gitpod.io,hosting,manual,2026-09-23
glitch.com,hosting,manual,2026-09-23
heroku.com,hosting,manual,2026-09-23
hetzner.com,hosting,manual,2026-09-23
linode.com,hosting,manual,2026-09-23
netlify.com,hosting,manual,2026-09-23
railway.com,hosting,manual,2026-09-23
render.com,hosting,manual,2026-09-23
replit.com,hosting,manual,2026-09-23
sourcehut.org,hosting,manual,2026-09-23
stackblitz.com,hosting,manual,2026-09-23
vercel.com,hosting,manual,2026-09-23
vultr.com,hosting,manual,2026-09-23
bun.sh,language,manual,2026-09-23
clojure.org,language,manual,2026-09-23
crystal-lang.org,language,manual,2026-09-23
dart.dev,language,manual,2026-09-23
deno.com,language,manual,2026-09-23
elixir-lang.org,language,manual,2026-09-23
erlang.org,language,manual,2026-09-23
fsharp.org,language,manual,2026-09-23
gleam.run,language,manual,2026-09-23
go.dev,language,manual,2026-09-23
haskell.org,language,manual,2026-09-23
isocpp.org,language,manual,2026-09-23
julialang.org,language,manual,2026-09-23
kotlinlang.org,language,manual,2026-09-23
lua.org,language,manual,2026-09-23
nim-lang.org,language,manual,2026-09-23
nodejs.org,language,manual,2026-09-23
ocaml.org,language,manual,2026-09-23
odin-lang.org,language,manual,2026-09-23
perl.org,language,manual,2026-09-23
php.net,language,manual,2026-09-23
python.org,language,manual,2026-09-23
r-project.org,language,manual,2026-09-23
ruby-lang.org,language,manual,2026-09-23
rust-lang.org,language,manual,2026-09-23
scala-lang.org,language,manual,2026-09-23
swift.org,language,manual,2026-09-23
typescriptlang.org,language,manual,2026-09-23
vlang.io,language,manual,2026-09-23
ziglang.org,language,manual,2026-09-23
apache.org,tool,manual,2026-09-23
archlinux.org,tool,manual,2026-09-23
astral.sh,tool,manual,2026-09-23
babeljs.io,tool,manual,2026-09-23
bazel.build,tool,manual,2026-09-23
biomejs.dev,tool,manual,2026-09-23
blender.org,tool,manual,2026-09-23
brew.sh,tool,manual,2026-09-23
caniuse.com,tool,manual,2026-09-23
cmake.org,tool,manual,2026-09-23
code.visualstudio.com,tool,manual,2026-09-23
codepen.io,tool,manual,2026-09-23
crates.io,tool,manual,2026-09-23
cursor.com,tool,manual,2026-09-23
cypress.io,tool,manual,2026-09-23
debian.org,tool,manual,2026-09-23
devdocs.io,tool,manual,2026-09-23
developer.mozilla.org,tool,manual,2026-09-23
docker.com,tool,manual,2026-09-23
docusaurus.io,tool,manual,2026-09-23
esbuild.github.io,tool,manual,2026-09-23
eslint.org,tool,manual,2026-09-23
fedoraproject.org,tool,manual,2026-09-23
gcc.gnu.org,tool,manual,2026-09-23
ghostty.org,tool,manual,2026-09-23
git-scm.com,tool,manual,2026-09-23
gnome.org,tool,manual,2026-09-23
godotengine.org,tool,manual,2026-09-23
gradle.org,tool,manual,2026-09-23
graphite.com,tool,manual,2026-09-23
graphql.org,tool,manual,2026-09-23
grpc.io,tool,manual,2026-09-23
helm.sh,tool,manual,2026-09-23
iterm2.com,tool,manual,2026-09-23
jestjs.io,tool,manual,2026-09-23
jetbrains.com,tool,manual,2026-09-23
jsfiddle.net,tool,manual,2026-09-23
json-schema.org,tool,manual,2026-09-23
kde.org,tool,manual,2026-09-23
kernel.org,tool,manual,2026-09-23
kubernetes.io,tool,manual,2026-09-23
lerna.js.org,tool,manual,2026-09-23
linuxfoundation.org,tool,manual,2026-09-23
llvm.org,tool,manual,2026-09-23
maven.apache.org,tool,manual,2026-09-23
mdxjs.com,tool,manual,2026-09-23
mintlify.com,tool,manual,2026-09-23
mozilla.org,tool,manual,2026-09-23
neovim.io,tool,manual,2026-09-23
nixos.org,tool,manual,2026-09-23
npmjs.com,tool,manual,2026-09-23
nx.dev,tool,manual,2026-09-23
openapis.org,tool,manual,2026-09-23
oxc.rs,tool,manual,2026-09-23
parceljs.org,tool,manual,2026-09-23
playwright.dev,tool,manual,2026-09-23
pnpm.io,tool,manual,2026-09-23
prettier.io,tool,manual,2026-09-23
pulumi.com,tool,manual,2026-09-23
pypi.org,tool,manual,2026-09-23
raycast.com,tool,manual,2026-09-23
readme.com,tool,manual,2026-09-23
regex101.com,tool,manual,2026-09-23
rollupjs.org,tool,manual,2026-09-23
rspack.rs,tool,manual,2026-09-23
rubygems.org,tool,manual,2026-09-23
sourcegraph.com,tool,manual,2026-09-23
stackoverflow.com,tool,manual,2026-09-23
swc.rs,tool,manual,2026-09-23
tabnine.com,tool,manual,2026-09-23
turborepo.dev,tool,manual,2026-09-23
ubuntu.com,tool,manual,2026-09-23
unity.com,tool,manual,2026-09-23
unrealengine.com,tool,manual,2026-09-23
vite.dev,tool,manual,2026-09-23
vitepress.dev,tool,manual,2026-09-23
vitest.dev,tool,manual,2026-09-23
warp.dev,tool,manual,2026-09-23
wasmtime.dev,tool,manual,2026-09-23
webassembly.org,tool,manual,2026-09-23
webpack.js.org,tool,manual,2026-09-23
www.vim.org,tool,manual,2026-09-23
yarnpkg.com,tool,manual,2026-09-23
zed.dev,tool,manual,2026-09-23
