domain,subcategory,source,added
kaist.ac.kr,kr,hipo,2026-09-23
snu.ac.kr,kr,hipo,2026-09-23
yonsei.ac.kr,kr,hipo,2026-09-23
unam.mx,mx,hipo,2026-09-23
rug.nl,nl,hipo,2026-09-23
tudelft.nl,nl,hipo,2026-09-23
universiteitleiden.nl,nl,manual,2026-09-23
uu.nl,nl,hipo,2026-09-23
uva.nl,nl,hipo,2026-09-23
uio.no,no,hipo,2026-09-23
auckland.ac.nz,nz,hipo,2026-09-23
otago.ac.nz,nz,hipo,2026-09-23
ki.se,se,hipo,2026-09-23
kth.se,se,hipo,2026-09-23
lu.se,se,hipo,2026-09-23
ntu.edu.sg,sg,hipo,2026-09-23
nus.edu.sg,sg,hipo,2026-09-23
smu.edu.sg,sg,hipo,2026-09-23
amherst.edu,us,hipo,2026-09-23
arizona.edu,us,hipo,2026-09-23
asu.edu,us,hipo,2026-09-23
baylor.edu,us,hipo,2026-09-23
bc.edu,us,hipo,2026-09-23
berkeley.edu,us,hipo,2026-09-23
bowdoin.edu,us,hipo,2026-09-23
brandeis.edu,us,hipo,2026-09-23
brown.edu,us,hipo,2026-09-23
bu.edu,us,hipo,2026-09-23
buffalo.edu,us,hipo,2026-09-23
byu.edu,us,hipo,2026-09-23
calpoly.edu,us,hipo,2026-09-23
caltech.edu,us,hipo,2026-09-23
carleton.edu,us,hipo,2026-09-23
case.edu,us,hipo,2026-09-23
cmu.edu,us,hipo,2026-09-23
colorado.edu,us,hipo,2026-09-23
columbia.edu,us,hipo,2026-09-23
cooper.edu,us,hipo,2026-09-23
cornell.edu,us,hipo,2026-09-23
cuny.edu,us,hipo,2026-09-23
dartmouth.edu,us,hipo,2026-09-23
davidson.edu,us,hipo,2026-09-23
duke.edu,us,hipo,2026-09-23
emory.edu,us,hipo,2026-09-23
fordham.edu,us,hipo,2026-09-23
gatech.edu,us,hipo,2026-09-23
georgetown.edu,us,hipo,2026-09-23
gmu.edu,us,hipo,2026-09-23
harvard.edu,us,hipo,2026-09-23
hmc.edu,us,manual,2026-09-23
iastate.edu,us,hipo,2026-09-23
illinois.edu,us,hipo,2026-09-23
iu.edu,us,hipo,2026-09-23
jhu.edu,us,hipo,2026-09-23
jmu.edu,us,hipo,2026-09-23
juilliard.edu,us,manual,2026-09-23
ku.edu,us,hipo,2026-09-23
lehigh.edu,us,hipo,2026-09-23
lsu.edu,us,hipo,2026-09-23
miami.edu,us,hipo,2026-09-23
middlebury.edu,us,hipo,2026-09-23
missouri.edu,us,hipo,2026-09-23
mit.edu,us,hipo,2026-09-23
msu.edu,us,hipo,2026-09-23
nd.edu,us,hipo,2026-09-23
northeastern.edu,us,hipo,2026-09-23
northwestern.edu,us,hipo,2026-09-23
nyu.edu,us,hipo,2026-09-23
olin.edu,us,manual,2026-09-23
oregonstate.edu,us,hipo,2026-09-23
osu.edu,us,hipo,2026-09-23
ou.edu,us,hipo,2026-09-23
pitt.edu,us,hipo,2026-09-23
pomona.edu,us,hipo,2026-09-23
princeton.edu,us,hipo,2026-09-23
psu.edu,us,hipo,2026-09-23
purdue.edu,us,hipo,2026-09-23
rice.edu,us,hipo,2026-09-23
risd.edu,us,manual,2026-09-23
rochester.edu,us,hipo,2026-09-23
rpi.edu,us,hipo,2026-09-23
rutgers.edu,us,hipo,2026-09-23
sdsu.edu,us,hipo,2026-09-23
sjsu.edu,us,hipo,2026-09-23
smu.edu,us,hipo,2026-09-23
stanford.edu,us,hipo,2026-09-23
stevens.edu,us,hipo,2026-09-23
stonybrook.edu,us,hipo,2026-09-23
swarthmore.edu,us,hipo,2026-09-23
syracuse.edu,us,hipo,2026-09-23
tamu.edu,us,hipo,2026-09-23
ttu.edu,us,hipo,2026-09-23
tufts.edu,us,hipo,2026-09-23
tulane.edu,us,hipo,2026-09-23
ucdavis.edu,us,hipo,2026-09-23
uchicago.edu,us,hipo,2026-09-23
uci.edu,us,hipo,2026-09-23
ucla.edu,us,hipo,2026-09-23
uconn.edu,us,hipo,2026-09-23
ucr.edu,us,hipo,2026-09-23
ucsb.edu,us,hipo,2026-09-23
ucsc.edu,us,hipo,2026-09-23
ucsd.edu,us,hipo,2026-09-23
ufl.edu,us,hipo,2026-09-23
uga.edu,us,hipo,2026-09-23
uiowa.edu,us,hipo,2026-09-23
umass.edu,us,hipo,2026-09-23
umd.edu,us,hipo,2026-09-23
umich.edu,us,hipo,2026-09-23
umn.edu,us,hipo,2026-09-23
unc.edu,us,hipo,2026-09-23
unl.edu,us,hipo,2026-09-23
uoregon.edu,us,hipo,2026-09-23
upenn.edu,us,hipo,2026-09-23
usc.edu,us,hipo,2026-09-23
utah.edu,us,hipo,2026-09-23
utexas.edu,us,hipo,2026-09-23
vanderbilt.edu,us,hipo,2026-09-23
villanova.edu,us,hipo,2026-09-23
vt.edu,us,hipo,2026-09-23
washington.edu,us,hipo,2026-09-23
washu.edu,us,hipo,2026-09-23
wellesley.edu,us,hipo,2026-09-23
wfu.edu,us,hipo,2026-09-23
williams.edu,us,hipo,2026-09-23
wisc.edu,us,hipo,2026-09-23
wm.edu,us,hipo,2026-09-23
wsu.edu,us,hipo,2026-09-23
www.virginia.edu,us,hipo,2026-09-23
yale.edu,us,hipo,2026-09-23
uct.ac.za,za,hipo,2026-09-23
wits.ac.za,za,hipo,2026-09-23
