domain,subcategory,source,added
overstock.com,marketplace,manual,2026-09-23
poshmark.com,marketplace,manual,2026-09-23
rakuten.com,marketplace,manual,2026-09-23
reverb.com,marketplace,manual,2026-09-23
shein.com,marketplace,manual,2026-09-23
stockx.com,marketplace,manual,2026-09-23
temu.com,marketplace,manual,2026-09-23
therealreal.com,marketplace,manual,2026-09-23
vinted.com,marketplace,manual,2026-09-23
walmart.com,marketplace,manual,2026-09-23
wayfair.com,marketplace,manual,2026-09-23
wish.com,marketplace,manual,2026-09-23
www.flipkart.com,marketplace,manual,2026-09-23
zalando.com,marketplace,manual,2026-09-23
anthropologie.com,retail,manual,2026-09-23
argos.co.uk,retail,manual,2026-09-23
bananarepublic.com,retail,manual,2026-09-23
bestbuy.com,retail,manual,2026-09-23
bhphotovideo.com,retail,manual,2026-09-23
bloomingdales.com,retail,manual,2026-09-23
cos.com,retail,manual,2026-09-23
costco.com,retail,manual,2026-09-23
crateandbarrel.com,retail,manual,2026-09-23
currys.co.uk,retail,manual,2026-09-23
cvs.com,retail,manual,2026-09-23
dickssportinggoods.com,retail,manual,2026-09-23
gap.com,retail,manual,2026-09-23
hm.com,retail,manual,2026-09-23
homedepot.com,retail,manual,2026-09-23
ikea.com,retail,manual,2026-09-23
jcrew.com,retail,manual,2026-09-23
johnlewis.com,retail,manual,2026-09-23
kohls.com,retail,manual,2026-09-23
lowes.com,retail,manual,2026-09-23
macys.com,retail,manual,2026-09-23
mango.com,retail,manual,2026-09-23
marksandspencer.com,retail,manual,2026-09-23
muji.com,retail,manual,2026-09-23
neimanmarcus.com,retail,manual,2026-09-23
nordstrom.com,retail,manual,2026-09-23
oldnavy.com,retail,manual,2026-09-23
potterybarn.com,retail,manual,2026-09-23
rei.com,retail,manual,2026-09-23
saksfifthavenue.com,retail,manual,2026-09-23
samsclub.com,retail,manual,2026-09-23
sephora.com,retail,manual,2026-09-23
target.com,retail,manual,2026-09-23
tesco.com,retail,manual,2026-09-23
ulta.com,retail,manual,2026-09-23
uniqlo.com,retail,manual,2026-09-23
urbanoutfitters.com,retail,manual,2026-09-23
walgreens.com,retail,manual,2026-09-23
westelm.com,retail,manual,2026-09-23
williams-sonoma.com,retail,manual,2026-09-23
zara.com,retail,manual,2026-09-23
